cislo,spol,ico,sektor,nace,druh,zeme,inv_eur,inv_usd,inv_czk,nova_mista,pod_dane,pob_mista,pob_rekv,pob_pozem,pob_kap,mira_podpory,strop,okres,kraj,region_nuts,podani,rozh_den,rozh_mesic,rozh_rok,msp,zruseno
804,IDEAL AUTOMOTIVE Bor s.r.o.,25230425,výroba dopravních prostředků,,výroba,Česká republika,9.249554013875123,12.265152709877517,233.32,490.0,T,,,,,0.3,69.996,Tachov,Plzeňský,,2013,,duben,2014,False,False
805,SSI Schäfer s.r.o.,61060755,strojírenský,,výroba,Česká republika,14.162537165510406,18.779898018188508,357.25,21.0,T,,,,,0.4,142.9,Přerov,Olomoucký,,2013,,duben,2014,False,False
806,Saar Gummi Czech s.r.o.,25931857,chemický a farmaceutický,,výroba,Česká republika,16.147076313181365,21.411449298217946,407.31,108.0,T,,,,,0.3,122.19,Náchod,Královéhradecký,,2013,,duben,2014,False,False
807,"Plzeňský Prazdroj, a.s.",45357366,potravinářský,,výroba,Česká republika,7.135777998017839,9.462229932187352,180,0.0,T,,,,,0.225,40.5,Plzeň-město,Plzeňský,,2013,,duben,2014,False,False
808,"Hitachi Home Electronics (Czech), s.r.o.",27578330,výroba dopravních prostředků,,výroba,Česká republika,20.659752547307132,28.217196819085487,567.73,136.0,T,,,,,0.4,227.09,Louny,Ústecký,,2014,,duben,2014,False,False
809,MANN + HUMMEL (CZ) s.r.o.,47901977,strojírenský,,výroba,Česká republika,5.486620416253716,7.27540345897072,138.4,34.0,T,,,,,0.4,55.36,Třebíč,Vysočina,,2013,,duben,2014,False,False
810,Eissmann Automotive Česká republika s.r.o.,18251412,výroba dopravních prostředků,,výroba,Česká republika,4.701237263464337,6.420974155069582,129.19,105.0,T,,,,,0.3,38.76,Tachov,Plzeňský,,2014,,duben,2014,False,False
811,Michel Precizní Technika s.r.o.,2068974,výroba dopravních prostředků,,výroba,Švýcarsko,6.977205153617443,9.251958155916522,176,251.0,T,,,,,0.3,52.8,Brno-město,Jihomoravský,,2013,,duben,2014,False,False
812,Montáže Přerov a.s.,45193657,strojírenský,,výroba,Česká republika,2.8919213973799125,3.949801192842942,79.47,5.0,T,,,,,0.4,31.79,Přerov,Olomoucký,,2014,,duben,2014,False,False
813,AMTEK Precision Engineering Czech Republic s.r.o.,26029227,výroba dopravních prostředků,,výroba,Česká republika,10.861050545094153,14.402039636229828,273.97,15.0,T,,,,,0.3,82.19,Písek,Jihočeský,,2013,,duben,2014,False,False
814,PRECHEZA a.s.,26872307,chemický a farmaceutický,,výroba,Česká republika,26.328602620087334,35.959741550695824,723.51,0.0,T,,,,,0.4,289.4,Přerov,Olomoucký,,2014,,duben,2014,False,False
815,"VAFO PRAHA, s.r.o.",61499587,potravinářský,,výroba,Česká republika,7.878457059679767,10.760437375745527,216.5,30.0,T,,,,,0.375,81.19,Praha-západ,Středočeský,,2014,,duben,2014,False,False
816,ALPER a.s.,27126226,kovodělný a kovozpracující,,výroba,Česká republika,6.346433770014556,8.667992047713717,174.4,72.0,T,,,,,0.3,52.32,Prostějov,Olomoucký,,2014,,duben,2014,False,False
817,"PREOL, a.s.",26311208,potravinářský,,výroba,Česká republika,5.695050946142649,7.778330019880715,156.5,8.0,T,,,,,0.3,46.95,Litoměřice,Ústecký,,2014,,duben,2014,False,False
818,Saint-Gobain Sekurit CR spol. s r.o.,61856495,výroba dopravních prostředků,,výroba,Česká republika,25.46797671033479,34.784294234592444,699.86,80.0,T,,,,,0.4,279.94,Beroun,Středočeský,,2014,,duben,2014,False,False
819,Meister Moravia s.r.o.,26902214,kovodělný a kovozpracující,,výroba,Česká republika,6.711426491994177,9.166500994035784,184.43,5.0,T,,,,,0.3,55.33,Uherské Hradiště,Zlínský,,2014,,květen,2014,False,False
820,ept connector s.r.o.,49192116,elektronický a elektrotechnický,,výroba,Česká republika,2.714701601164483,3.707753479125248,74.6,50.0,T,,,,,0.4,29.84,Sokolov,Karlovarský,,2014,,květen,2014,False,False
821,Austin Detonator Assembly s.r.o.,27846041,chemický a farmaceutický,,výroba,Česká republika,7.926128093158661,10.825546719681908,217.81,38.0,T,,,,,0.4,87.12,Vsetín,Zlínský,,2014,,květen,2014,False,False
822,"OLMA, a.s.",47675730,potravinářský,,výroba,Česká republika,12.117903930131003,16.5506958250497,333,20.0,T,,,,,0.3,99.9,"Olomouc, Šumperk",Olomoucký,,2014,,květen,2014,False,False
823,"KE Ostrov - Elektrik, s.r.o.",25205145,výroba dopravních prostředků,,výroba,Česká republika,10.423944687045124,14.23707753479125,286.45,10.0,T,,,,,0.35,111.22,"Karlovy Vary, Tachov","Karlovarský, Plzeňský",,2014,,květen,2014,False,False
824,"JKZ BUČOVICE, a.s.",25587820,kovodělný a kovozpracující,,výroba,Česká republika,7.278020378457059,9.940357852882704,200,36.0,T,,,,,0.375,75.0,Vyškov,Jihomoravský,,2014,,květen,2014,True,False
825,Brose CZ spol. s r.o.,61465704,výroba dopravních prostředků,,výroba,Česká republika,96.43377001455605,131.7097415506958,2650,810.0,T,,,,,0.4,803.96,"Nový Jičín, Vsetín","Moravskoslezský, Zlínský",,2014,,květen,2014,False,False
826,"Chropyňská strojírna, a.s.",18189679,strojírenský,,výroba,Česká republika,8.554221251819504,11.683399602385684,235.07,20.0,T,,,,,0.5,117.54,Kroměříž,Zlínský,,2014,,květen,2014,True,False
827,Frantschach Pulp & Paper Czech a.s.,26161516,dřevozpracující a papírenský,,výroba,Česká republika,24.66193595342067,33.683399602385684,677.71,25.0,T,,,,,0.3,203.31,Litoměřice,Ústecký,,2014,,květen,2014,False,False
828,"Continental Teves Czech Republic, s.r.o.",62024922,výroba dopravních prostředků,,výroba,Česká republika,95.77438136826784,130.80914512922465,2631.88,648.0,T,,,,,0.4,800.34,"Jičín, Nový Jičín, Praha-východ, Trutnov","Královéhradecký, Moravskoslezský, Středočeský",,2014,,květen,2014,False,False
829,Schäfer - Menk s.r.o.,61461512,strojírenský,,výroba,Česká republika,11.008005822416303,15.034791252485089,302.5,50.0,T,,,,,0.225,68.06,Plzeň-město,Plzeňský,,2014,,květen,2014,False,False
830,WITTE ACCESS TECHNOLOGY s.r.o.,2183765,gumárenský a plastikářský,,výroba,Česká republika,28.173216885007278,38.47912524850895,774.2,158.0,T,,,,,0.4,309.68,Karlovy Vary,Karlovarský,,2014,,květen,2014,False,False
831,"Tivall CZ, s.r.o.",27385817,potravinářský,,výroba,Česká republika,21.44614264919942,29.291252485089462,589.34,102.0,T,,,,,0.4,235.74,Teplice,Ústecký,,2014,,květen,2014,False,False
832,Smiths Medical Czech Republic a.s.,1651617,biotechnologický a medicinská technika,,výroba,Česká republika,6.5141921397379905,8.897117296222664,179.01,178.0,T,,,,,0.4,71.6,Přerov,Olomoucký,,2014,,květen,2014,False,False
833,"FINIDR, s.r.o.",60778172,ostatní,,výroba,Česká republika,4.792576419213973,6.54572564612326,131.7,14.0,T,,,,,0.4,52.68,Karviná,Moravskoslezský,,2014,,květen,2014,False,False
834,"KOSTAL CR, spol s r.o.",49687131,výroba dopravních prostředků,,výroba,Česká republika,18.486171761280932,25.248508946322065,508,150.0,T,,,,,0.4,203.2,Beroun,Středočeský,,2014,,květen,2014,False,False
835,"AL INVEST Břidličná, a.s.",27376184,kovodělný a kovozpracující,,výroba,Česká republika,88.1113537117904,120.34294234592446,2421.3,49.0,T,,,,,0.4,758.64,Bruntál,Moravskoslezský,,2014,,květen,2014,False,False
836,"STROJMETAL KAMENICE, a.s.",25037684,kovodělný a kovozpracující,,výroba,Česká republika,30.659388646288207,41.87475149105367,842.52,46.0,T,,,,,0.3,252.76,"Louny, Praha-východ","Středočeský, Ústecký",,2014,,květen,2014,False,False
837,"Vodňanská drůběž, a.s.",25396480,potravinářský,,výroba,Česká republika,21.83406113537118,29.82107355864811,600,20.0,T,,,,,0.225,135.0,Strakonice,Jihočeský,,2014,,květen,2014,False,False
838,ORRERO a.s.,63319551,potravinářský,,výroba,Česká republika,13.94650655021834,19.04821073558648,383.25,30.0,T,,,,,0.3,114.98,Olomouc,Olomoucký,,2014,,květen,2014,False,False
839,"Nejdecká česárna vlny, a.s.",63509326,textilní,,výroba,Česká republika,28.064046579330423,38.3300198807157,771.2,60.0,T,,,,,0.3,231.36,Karlovy Vary,Karlovarský,,2014,,květen,2014,False,False
840,Mondi Coating Czech a.s.,25428373,dřevozpracující a papírenský,,výroba,Česká republika,19.483260553129547,26.610337972166995,535.4,45.0,T,,,,,0.3,160.62,Litoměřice,Ústecký,,2014,,květen,2014,False,True
841,KSM Castings CZ a.s.,27172490,výroba dopravních prostředků,,výroba,Česká republika,14.377729257641922,19.63717693836978,395.1,67.0,T,,,,,0.4,158.04,Liberec,Liberecký,,2014,,květen,2014,False,False
842,"Pekárna Zelená louka, a.s.",41035895,potravinářský,,výroba,Česká republika,9.898471615720524,13.51938369781312,272.01,22.0,T,,,,,0.3,81.6,Praha-východ,Středočeský,,2014,,květen,2014,False,False
843,BONATRANS GROUP a.s.,27438678,výroba dopravních prostředků,,výroba,Česká republika,39.08296943231441,53.379721669980114,1074,84.0,T,,,,,0.4,429.6,Karviná,Moravskoslezský,,2014,,květen,2014,False,False
844,"Kovohutě Příbram nástupnická, a.s.",27118100,kovodělný a kovozpracující,,výroba,Česká republika,18.016739446870453,24.607355864811133,495.1,13.0,T,,,,,0.3,148.53,Příbram,Středočeský,,2014,,květen ,2014,False,False
845,OSTROJ a.s.,45193681,kovodělný a kovozpracující,,výroba,Česká republika,14.985807860262009,20.467693836978132,411.81,0.0,T,,,,,0.3,123.54,Opava,Moravskoslezský,,2014,,květen,2014,False,False
846,"PENAM, a.s.",46967851,potravinářský,,výroba,Česká republika,18.86171761280932,25.761431411530815,518.32,100.0,T,,,,,0.3,155.5,Brno-venkov,Jihomoravský,,2014,,květen,2014,False,False
847,JUTA a.s.,45534187,textilní,,výroba,Česká republika,26.609170305676855,36.342942345924456,731.22,104.0,T,,,,,0.3,219.37,"Náchod, Trutnov",Královéhradecký,,2014,,květen,2014,False,False
848,Alcan Děčín Extrusions s.r.o.,18380654,kovodělný a kovozpracující,,výroba,Česká republika,20.99708879184862,28.677932405566597,577,43.0,T,,,,,0.4,230.8,Děčín,Ústecký,,2014,,červen,2014,False,False
849,Kofola a.s.,27767680,potravinářský,,výroba,Česká republika,13.682678311499272,18.68787276341948,376,0.0,T,,,,,0.3,112.8,"Bruntál, Mladá Boleslav","Moravskoslezský, Středočeský",,2014,,červen,2014,False,False
850,VALEO VÝMĚNÍKY TEPLA s.r.o.,26131056,výroba dopravních prostředků,,výroba,Česká republika,21.38027656477438,29.20129224652087,587.53,6.0,T,,,,,0.4,235.01,Beroun,Středočeský,,2014,,červen,2014,False,False
851,Unex a.s.,45192049,strojírenský,,výroba,Česká republika,33.756194251734385,44.76160437365295,851.5,35.0,T,,,,,0.4,340.6,Olomouc,Olomoucký,,2013,,červen,2014,False,False
852,"SLOVÁCKÉ STROJÍRNY, a. s.",8702,strojírenský,,výroba,Česká republika,32.04148471615721,43.762425447316105,880.5,170.0,T,,,,,0.4,352.2,"Šumperk, Uherské Hradiště","Olomoucký, Zlínský",,2014,,červen,2014,False,False
853,SMS InfoComm (Czech) s.r.o.,29299870,elektronický a elektrotechnický,,centrum strategických služeb - opravárenské centrum,Česká republika,0.259825327510917,0.3548707753479125,7.14,189.0,T,,,,,0.4,39.01,Brno-město,Jihomoravský,,2014,,červen,2014,False,False
854,"Lovochemie, a.s.",49100262,chemický a farmaceutický,,výroba,Česká republika,57.601164483260554,78.67196819085487,1582.88,0.0,T,,,,,0.4,591.05,Litoměřice,Ústecký,,2014,,červen,2014,False,False
855,EvoBus Bohemia s.r.o.,25657704,výroba dopravních prostředků,,výroba,Česká republika,13.763464337700146,18.79821073558648,378.22,10.0,T,,,,,0.3,113.47,Domažlice ,Plzeňský,,2014,,červen,2014,False,False
856,"CIE Praga Louny, a.s.",27169766,výroba dopravních prostředků,,výroba,Česká republika,7.305312954876274,9.977634194831014,200.75,30.0,T,,,,,0.4,80.3,Louny,Ústecký,,2014,,červen,2014,False,False
857,"1CSC PRECISION TUBES, a.s.",1534432,kovodělný a kovozpracující,,výroba,Česká republika,9.532714701601165,13.0198310139165,261.959,35.0,T,,,,,0.375,98.23,Brno-město,Jihomoravský,,2014,,červen,2014,True,False
858,"Hanwha L&C Czech, s.r.o.",28198638,gumárenský a plastikářský,,výroba,Česká republika,5.442867540029112,7.433896620278329,149.57,50.0,T,,,,,0.3,44.87,Frýdek-Místek,Moravskoslezský,,2014,,červen,2014,False,False
859,KORDÁRNA Plus a.s.,27758711,ostatní,,výroba,Česká republika,13.207787481804948,18.039264413518886,362.95,67.0,T,,,,,0.4,145.18,Hodonín,Jihomoravský,,2014,,červen,2014,False,False
860,TATRA TRUCKS a.s.,1482840,výroba dopravních prostředků,,výroba,Česká republika,27.58296943231441,37.67296222664016,757.98,418.0,T,,,,,0.4,303.19,Nový Jičín,Moravskoslezský,,2014,,červen,2014,False,False
861,VIADRUS a.s.,29400082,kovodělný a kovozpracující,,výroba,Česká republika,23.245997088791846,31.74950298210735,638.8,47.0,T,,,,,0.4,255.52,Karviná,Moravskoslezský,,2014,,červen,2014,False,False
862,Ravensburger Karton s.r.o.,25257064,ostatní,,výroba,Česká republika,6.490174672489083,8.86431411530815,178.35,15.0,T,,,,,0.3,53.51,Svitavy,Pardubický,,2014,,červen,2014,False,False
863,"EGE, spol. s r.o.",15771695,elektronický a elektrotechnický,,výroba,Česká republika,10.515283842794759,14.361829025844928,288.96,22.0,T,,,,,0.3,86.69,České Budějovice,Jihočeský,,2014,,červen,2014,False,False
864,Mölnlycke Health Care AB,25671839,biotechnologický a medicinská technika,,výroba,Švédsko,58.151382823871906,79.4234592445328,1598,214.0,T,,,,,0.4,594.11,Karviná,Moravskoslezský,,2014,,červen,2014,False,False
865,DENSO MANUFACTURING CZECH s.r.o.,25432338,strojírenský,,výroba,Česká republika,14.792576419213974,20.203777335984096,406.5,66.0,T,,,,,0.4,162.6,Liberec,Liberecký,,2014,,červen,2014,False,False
866,Agor Tech spol. s r.o.,48953199,gumárenský a plastikářský,,výroba,Česká republika,6.144468704512373,8.392147117296222,168.85,20.0,T,,,,,0.3,50.66,Příbram,Středočeský,,2014,,červen ,2014,False,False
867,"METAL TRADE COMAX, a.s.",49684442,kovodělný a kovozpracující,,výroba,Česká republika,5.458515283842795,7.455268389662027,150,20.0,T,,,,,0.3,45.0,Kladno,Středočeský,,2014,,červen,2014,False,False
868,"DAKO-CZ, a.s.",46505091,výroba dopravních prostředků,,výroba,Česká republika,10.77438136826783,14.715705765407554,296.08,263.0,T,,,,,0.4,118.43,Chrudim,Pardubický,,2014,,červen,2014,False,False
869,"Momentive Specialty Chemicals, a.s.",11771,chemický a farmaceutický,,výroba,Česká republika,17.86754002911208,24.403578528827037,491,25.0,T,,,,,0.4,196.4,Sokolov,Karlovarský,,2014,,červen,2014,False,False
870,"Hayes Lemmerz Czech, s.r.o.",24790834,výroba dopravních prostředků,,výroba,Česká republika,29.697962154294032,40.561630218687874,816.1,114.0,T,,,,,0.4,326.44,Ostrava-město,Moravskoslezský,,2014,,červen,2014,False,False
871,"MANETECH, a. s.",26192497,chemický a farmaceutický,,výroba,Česká republika,17.5254730713246,23.93638170974155,481.6,30.0,T,,,,,0.4,192.64,Prostějov,Olomoucký,,2014,,červen ,2014,False,False
872,S.T.I. CZ s.r.o.,26853434,kovodělný a kovozpracující,,výroba,Česká republika,4.5762008733624455,6.250198807157058,125.754,78.0,T,J,R,,,0.4,50.3,Bruntál,Moravskoslezský,,2014,,červen ,2014,False,False
873,Ammann Czech Republic a.s.,8753,strojírenský,,výroba,Česká republika,21.587336244541486,29.48409542743539,593.22,191.0,T,,,,,0.4,237.29,Náchod,Královéhradecký,,2014,,červen ,2014,False,False
874,"PEGUFORM PLASTIC, s.r.o.",25458051,výroba dopravních prostředků,,výroba,Česká republika,23.329694323144107,31.863817097415506,641.1,113.0,T,,,,,0.2,128.22,"Nymburk, Rychnov nad Kněžnou","Středočeský, Královéhradecký",,2014,,červen ,2014,False,False
875,"VETROPACK MORAVIA GLASS, a.s.",41505191,sklářský,,výroba,Česká republika,25.46943231441048,34.78628230616302,699.9,0.0,T,,,,,0.4,279.96,Hodonín,Jihomoravský,,2014,,červen ,2014,False,False
876,Aisan Bitron Czech s.r.o.,26198436,výroba dopravních prostředků,,výroba,Česká republika,6.823144104803493,9.319085487077535,187.5,32.0,T,,,,,0.4,75.0,Louny,Ústecký,,2014,,červen ,2014,False,False
877,Solar Turbines EAME s.r.o.,24671576,strojírenský,,centrum strategických služeb - opravárenské centrum,Česká republika,67.81768558951966,92.62574552683897,1863.63,310.0,T,,,,,0.4,646.36,"Beroun, Louny","Středočeský, Ústecký",,2014,,červen ,2014,False,False
878,"Fatra, a.s.",27465021,gumárenský a plastikářský,,výroba,Česká republika,19.28675400291121,26.341948310139163,530,45.0,T,,,,,0.3,159.0,Zlín,Zlínský,,2014,,červen ,2014,False,True
879,LEGO Production s.r.o.,26128209,gumárenský a plastikářský,,výroba,Česká republika,68.58275520317146,90.942543237134,1730,600.0,T,,,,S,0.15,137.21,Kladno,Středočeský,,2013,,červen ,2014,False,False
880,"CS CABOT, spol. s .r.o.",14612411,chemický a farmaceutický,,výroba,Česká republika,55.48944687045123,75.78777335984094,1524.85,16.0,T,,,,,0.4,579.45,Vsetín,Zlínský,,2014,,červen,2014,False,False
881,MILACRON Czech Republic spol. s r.o.,62025112,strojírenský,,výroba,Česká republika,11.517467248908297,15.730616302186878,316.5,45.0,T,,,,,0.4,51.9,Svitavy,Pardubický,,2014,,červen,2014,False,False
882,Wikov Gear s.r.o.,47718617,strojírenský,,výroba,Česká republika,8.114992721979622,11.083499005964214,223,50.0,T,,,,,0.3,66.9,Plzeň-město,Plzeňský,,2014,,červen,2014,False,True
883,Labe Wood s.r.o.,22793895,dřevozpracující a papírenský,,výroba,Česká republika,70.96069868995633,96.91848906560635,1950,159.0,T,,,,,0.3,498.34,Litoměřice,Ústecký,,2014,,červen,2014,False,False
884,Behr Ostrava s.r.o.,27775763,výroba dopravních prostředků,,výroba,Česká republika,12.723071324599708,17.377236580516897,349.63,467.0,T,,,,,0.4,139.85,Nový Jičín,Moravskoslezský,,2014,,červen,2014,False,False
885,Magna Exteriors & Interiors (Bohemia) s.r.o.,26195348,výroba dopravních prostředků,,výroba,Česká republika,56.69432314410481,77.43339960238568,1557.96,217.0,T,,,,,0.4,586.042,"Jičín, Liberec, Rychnov nad Kněžnou","Královéhradecký, Liberecký",,2014,,červen,2014,False,True
886,"Pittsburgh Corning CR, s.r.o.",26199394,sklářský,,výroba,Česká republika,12.045123726346434,16.451292246520875,331,5.0,T,J,R,,,0.4,132.4,Chomutov,Ústecký,,2014,,červen,2014,False,False
887,"Kimberly - Clark, s.r.o.",63468816,dřevozpracující a papírenský,,výroba,Česká republika,8.467976710334788,11.565606361829024,232.7,10.0,T,,,,,0.3,69.81,Náchod,Královéhradecký,,2014,,červen,2014,False,False
888,Rieter Automotive CZ s.r.o.,28783174,výroba dopravních prostředků,,výroba,Česká republika,8.61608442503639,11.76789264413519,236.77,106.0,T,,,,,0.4,89.23,"Tachov, Ústí nad Orlicí","Plzeňský, Pardubický",,2014,,červen,2014,False,False
889,CGI IT Czech republic s.r.o.,62412388,IT a vývoj software,,centrum strategických služeb - centrum pro tvorbu software,Česká republika,0.6273653566229985,0.8568588469184889,17.24,142.0,T,,,,,0.4,77.48,"Brno-město, Ostrava-město","Jihomoravský, Moravskoslezský",,2014,,červen,2014,False,False
890,MORAVIA CANS a.s.,46900616,kovodělný a kovozpracující,,výroba,Česká republika,30.931586608442505,42.24652087475149,850,109.0,T,,,,,0.3,255.0,Uherské Hradiště,Zlínský,,2014,,červen,2014,False,False
891,Steelcase Inc.,2436931,ostatní,,výroba,USA,25.611496531219025,33.961520264942436,646.05,440.0,T,,,,,0.3,181.0,Tachov,Plzeňský,,2013,,červen,2014,False,False
892,ALFUN a.s.,25828649,kovodělný a kovozpracující,,výroba,Česká republika,4.757185332011892,6.308153288124902,120,27.0,T,J,R,,,0.4,48.0,Bruntál,Moravskoslezský,,2013,,červen,2014,False,False
893,SolarWinds Czech s.r.o.,28284461,IT a vývoj software,,centrum strategických služeb - centrum pro tvorbu software,Česká republika,0.26200873362445415,0.35785288270377735,7.2,90.0,T,,,,,0.4,54.86,Brno-město,Jihomoravský,,2014,,červen,2014,False,False
894,BRANO a. s.,45193363,výroba dopravních prostředků,,výroba,Česká republika,25.49854439592431,34.82604373757455,700.7,69.0,T,,,,,0.4,280.28,"Olomouc, Opava, Rakovník, Semily, Vsetín","Olomoucký, Moravskoslezský, Středočeský, Liberecký, Zlínský",,2014,,červen,2014,False,False
895,WITTE ACCESS TECHNOLOGY s.r.o.,2183765,kovodělný a kovozpracující,,výroba,Česká republika,35.02183406113537,47.833001988071565,962.4,228.0,T,,,,,0.4,312.544,Karlovy Vary,Karlovarský,,2014,,červen,2014,False,False
896,"RUBI CZECH, s.r.o.",24260070,výroba dopravních prostředků,,výroba,Česká republika,4.539665211062591,6.200298210735586,124.75,99.0,T,,,,,0.4,49.9,Praha-východ,Středočeský,,2014,,červen,2014,False,False
897,"VEBA, textilní závody a.s.",45534276,textilní,,výroba,Česká republika,46.542940320232894,63.56858846918489,1279,430.0,T,,,,,0.3,271.94,Náchod,Královéhradecký,,2014,,červen,2014,False,False
898,FTE automotive Czechia s.r.o.,27278581,výroba dopravních prostředků,,výroba,Česká republika,2.516739446870451,3.4373757455268388,69.16,200.0,T,,,,,0.4,27.66,Louny,Ústecký,,2014,,červen,2014,False,False
899,HUTCHINSON s.r.o.,61504424,gumárenský a plastikářský,,výroba,Česká republika,9.116812227074236,12.451789264413518,250.53,23.0,T,,,,,0.225,56.37,Rokycany,Plzeňský,,2014,,červen,2014,False,False
900,Recyde Ždánice s.r.o.,27678130,výroba dopravních prostředků,,výroba,Česká republika,5.303857350800582,7.24403578528827,145.75,20.0,T,,,,,0.4,58.3,Hodonín,Jihomoravský,,2014,,červen,2014,False,False
901,Nemak Europe s.r.o.,26318890,výroba dopravních prostředků,,výroba,Česká republika,14.369723435225618,19.62624254473161,394.88,265.0,T,J,R,,,0.4,157.95,Most,Ústecký,,2014,,červen,2014,False,False
902,Lučební závody Draslovka a.s. Kolín,46357351,chemický a farmaceutický,,výroba,Česká republika,15.596433770014555,21.301689860834987,428.59,15.0,T,,,,,0.5,214.3,Kolín,Středočeský,,2014,,červen,2014,True,False
903,HECKL s.r.o.,62956833,kovodělný a kovozpracující,,výroba,Česká republika,2.0014556040756912,2.7335984095427435,55,15.0,T,,,,,0.5,27.5,Děčín,Ústecký,,2014,,červen,2014,True,False
904,DONGHEE Czech s.r.o.,27793117,výroba dopravních prostředků,,výroba,Česká republika,8.34061135371179,11.391650099403577,229.2,60.0,T,J,,,,0.4,91.68,Karviná,Moravskoslezský,,2014,,červen,2014,False,False
905,oncomed manufacturing a.s.,24711667,chemický a farmaceutický,,výroba,Česká republika,15.440320232896653,21.088469184890656,424.3,20.0,T,,,,,0.4,169.72,Brno-město,Jihomoravský,,2014,,červen,2014,False,False
906,Parker Hannifin Industrial s.r.o.,25415123,elektronický a elektrotechnický,,výroba,Česká republika,2.601892285298399,3.5536779324055665,71.5,110.0,T,J,R,,,0.4,28.6,Chomutov,Ústecký,,2014,,červen,2014,False,False
907,Drůbežářský závod Klatovy a.s.,45359989,potravinářský,,výroba,Česká republika,13.435225618631732,18.34990059642147,369.2,12.0,T,,,,,0.225,83.07,Klatovy,Plzeňský,,2014,,červen,2014,False,False
908,SUSPA CZ s.r.o.,25214071,ostatní,,výroba,Česká republika,4.366812227074235,5.964214711729622,120,60.0,T,,,,,0.225,27.0,Tachov,Plzeňský,,2014,,červen,2014,False,False
909,Westvaco Svitavy s.r.o.,60932538,dřevozpracující a papírenský,,výroba,Česká republika,12.013100436681222,16.40755467196819,330.12,43.0,T,,,,,0.4,132.05,Svitavy,Pardubický,,2014,,červen,2014,False,False
910,DGS Druckguss Systeme s.r.o.,26187329,ostatní,,výroba,Česká republika,7.292576419213974,9.96023856858847,200.4,20.0,T,,,,,0.3,60.12,Liberec,Liberecký,,2014,,červen,2014,False,False
911,"KARSIT HOLDING, s.r.o.",47455608,výroba dopravních prostředků,,výroba,Česká republika,64.8471615720524,88.56858846918489,1782,300.0,T,,,,,0.4,630.92,Hradec Králové,Královéhradecký,,2014,,červen,2014,False,True
912,Advanced Plastics s.r.o.,18953557,gumárenský a plastikářský,22.20,výroba,Česká republika,3.1695778748180494,4.329025844930417,87.1,0.0,T,,,,,0.25,21.775,Bruntál,Moravskoslezský,Moravskoslezsko,2014,4.,září,2014,False,False
913,VALEO AUTOKLIMATIZACE s.r.o.,49823001,výroba dopravních prostředků,,technologické centrum,Česká republika,0.363901018922853,0.49701789264413515,10,135.0,T,,,,,0.25,59.83,"Nymburk, Praha-východ",Středočeský,Střední Čechy,2014,4.,září,2014,False,False
914,ITT Holdings Czech Republic s.r.o.,28367111,výroba dopravních prostředků,29.30,výroba,Česká republika,6.481077147016011,8.851888667992046,178.1,25.0,T,,,,,0.25,44.525,Ostrava-město,Moravskoslezský,Moravskoslezsko,2014,24.,říjen,2014,False,False
915,"Saint – Gobain Vertex, a.s.",12661,sklářský,23.14,výroba,Česká republika,5.675036390101892,7.750994035785287,155.95,30.0,T,,,,,0.1875,21.74,Svitavy,Pardubický,Severovýchod,2014,3.,listopad,2014,False,False
916,Linde Pohony s.r.o.,47252103,strojírenský,28.22,výroba,Česká republika,9.006550218340612,12.301192842942346,247.5,175.0,T,,,,,0.25,61.88,Tachov,Plzeňský,Jihozápad,2014,3.,listopad,2014,False,False
917,"ONTEX CZ, s.r.o.",44564422,ostatní,17.22,výroba,Česká republika,16.55749636098981,22.61431411530815,455,120.0,T,,,,,0.1875,85.31,Semily,Liberecký,Severovýchod,2014,11.,listopad,2014,False,False
918,Sanmina-SCI Czech Republic s.r.o.,24299197,elektronický a elektrotechnický,33140,centrum strategických služeb - opravárenské centrum,Česká republika,0.5749636098981077,0.7852882703777336,15.8,100.0,T,,,,,0.25,18.575,Brno-město,Jihomoravský,Jihovýchod,2014,27.,listopad,2014,False,False
919,"MAIER CZ, s.r.o.",27254500,výroba dopravních prostředků,22.29,výroba,Česká republika,14.192139737991265,19.383697813121273,390,82.0,T,,,,,0.1875,73.125,Prostějov,Olomoucký,Střední Morava,2014,8.,prosinec,2014,False,False
920,fischer Vyškov spol. s.r.o.,60719958,strojírenský,25.62,výroba,Česká republika,4.38136826783115,5.9840954274353875,120.4,0.0,T,,,,,0.1875,22.58,Vyškov,Jihomoravský,Jihovýchod,2014,9.,prosinec,2014,False,False
921,Parker-Hannifin s.r.o.,61676578,gumárenský a plastikářský,22.19,výroba,Česká republika,10.68995633187773,14.600397614314113,293.76,40.0,T,,,,,0.1875,55.08,Nymburk,Středočeský,Střední Čechy,2014,9.,prosinec,2014,False,False
922,Deufol Česká Republika a.s.,26222574,IT a vývoj software,62010,centrum strategických služeb - centrum pro tvorbu software,Česká republika,0.023289665211062592,0.03180914512922465,0.64,40.0,T,,,,,0.25,14.12,"Brno-město, Břeclav",Jihomoravský,Jihovýchod,2014,9.,prosinec,2014,False,False
923,Stora Enso Timber Ždírec s.r.o.,25264605,dřevozpracující a papírenský,16.10,výroba,Česká republika,7.222707423580785,9.864811133200794,198.48,6.0,T,,,,,0.1875,37.215,Havlíčkův Brod,Vysočina,Jihovýchod,2014,23.,prosinec,2014,False,False
